work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-DUP-200043,MP_28,Bardhaman,Nakashipara,Panchberia,Road,"Building of 1231 m RCC road from Debagram to Rautari at Panchberia under MPLADS, Ward No. 16, Nakashipara block, Bardhaman district",31.25,2021,Completed,True,MPLAD-2020-100848
MPLAD-2022-100003,MP_08,Murshidabad,Ranaghat-I,Bhatjangla,Electrification,"Providing LED high mast lighting at Bhatjangla market area under MPLADS, Ward No. 11, Ranaghat-I block, Murshidabad district",21.8,2022,Completed,False,
MPLAD-2025-100111,MP_36,Hooghly,Karimpur-II,Kalinagar,Health,"Construction of waiting shed at Kalinagar Sub-Centre under MPLADS, Ward No. 24, Karimpur-II block, Hooghly district",21.27,2025,Completed,False,
MPLAD-2023-101068,MP_20,Bankura,Krishnanagar-II,Dhantala,Road,"Construction of 850 m concrete road from Muragachha to Barasat at Dhantala under MPLADS, Ward No. 9, Krishnanagar-II block, Bankura district",41.36,2023,Completed,False,
MPLAD-2024-101118,MP_38,Malda,Krishnanagar-II,Fatepur,Sports,"Development of playground with boundary fencing at Fatepur under MPLADS, Ward No. 10, Krishnanagar-II block, Malda district",31.34,2024,Completed,False,
MPLAD-2025-101175,MP_26,Hooghly,Karimpur-II,Subarnapur,Health,"Construction of waiting shed at Subarnapur Sub-Centre under MPLADS, Ward No. 4, Karimpur-II block, Hooghly district",11.54,2025,Completed,False,
MPLAD-2019-100952,MP_08,Bardhaman,Kaliganj,Subarnapur,Irrigation,"Re-excavation of village pond for irrigation at Subarnapur under MPLADS, Ward No. 19, Kaliganj block, Bardhaman district",38.25,2019,Completed,False,
MPLAD-2020-100862,MP_09,Howrah,Santipur,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 12, Santipur block, Howrah district",20.03,2020,Completed,False,
MPLAD-2024-100376,MP_19,Jalpaiguri,Nakashipara,Aistala,Community,"Renovation of crematorium boundary wall at Aistala under MPLADS, Ward No. 17, Nakashipara block, Jalpaiguri district",10.6,2024,Ongoing,False,
MPLAD-2025-100566,MP_20,Birbhum,Hanskhali,Dhantala,Road,"Improvement and metalling of village approach road at Dhantala, Hanskhali under MPLADS, Ward No. 23, Hanskhali block, Birbhum district",8.38,2025,Completed,False,
MPLAD-2025-100482,MP_18,Purulia,Kaliganj,Mamjoan,Education,"Supply of benches and desks to Mamjoan High School under MPLADS under MPLADS, Ward No. 15, Kaliganj block, Purulia district",43.01,2025,Completed,False,
MPLAD-2025-100314,MP_35,Bardhaman,Ranaghat-I,Aistala,Education,"Construction of additional classroom block at Aistala Primary School under MPLADS, Ward No. 10, Ranaghat-I block, Bardhaman district",9.59,2025,Completed,False,
MPLAD-2025-101049,MP_19,Nadia,Santipur,Dhantala,Water,"Construction of overhead water reservoir of 1000 litre capacity at Dhantala under MPLADS, Ward No. 18, Santipur block, Nadia district",13.0,2025,Completed,False,
MPLAD-2023-100319,MP_13,Howrah,Karimpur-II,Kalinagar,Community,"Construction of community hall with toilet block at Kalinagar under MPLADS, Ward No. 10, Karimpur-II block, Howrah district",17.52,2023,Completed,False,
MPLAD-2020-101114,MP_14,Murshidabad,Ranaghat-I,Dhantala,Road,"Construction of 471 m concrete road from Debagram to Muragachha at Dhantala under MPLADS, Ward No. 24, Ranaghat-I block, Murshidabad district",22.53,2020,Completed,False,
MPLAD-2019-100707,MP_39,Birbhum,Nakashipara,Rautari,Electrification,"Installation of 5 solar street lights at Rautari, Nakashipara under MPLADS, Ward No. 7, Nakashipara block, Birbhum district",11.41,2019,Completed,False,
MPLAD-2024-100005,MP_27,Hooghly,Krishnanagar-II,Nokari,Community,"Construction of community hall with toilet block at Nokari under MPLADS, Ward No. 17, Krishnanagar-II block, Hooghly district",20.52,2024,Ongoing,False,
MPLAD-2021-100100,MP_12,Bardhaman,Chakdaha,Dhantala,Community,"Renovation of crematorium boundary wall at Dhantala under MPLADS, Ward No. 5, Chakdaha block, Bardhaman district",25.92,2021,Ongoing,False,
MPLAD-2023-100424,MP_05,Purulia,Hanskhali,Fatepur,Water,"Installation of 2 deep tube wells with submersible pump at Fatepur under MPLADS, Ward No. 7, Hanskhali block, Purulia district",41.98,2023,Completed,False,
MPLAD-2021-100737,MP_17,Murshidabad,Hanskhali,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Hanskhali under MPLADS, Ward No. 12, Hanskhali block, Murshidabad district",29.72,2021,Ongoing,False,
MPLAD-2025-100622,MP_19,Jalpaiguri,Chakdaha,Subarnapur,Health,"Supply of ambulance to Chakdaha Rural Hospital under MPLADS under MPLADS, Ward No. 21, Chakdaha block, Jalpaiguri district",33.76,2025,Completed,False,
MPLAD-2019-100938,MP_28,Purulia,Kaliganj,Barasat,Electrification,"Providing LED high mast lighting at Barasat market area under MPLADS, Ward No. 15, Kaliganj block, Purulia district",24.66,2019,Ongoing,False,
MPLAD-2024-100670,MP_16,Bankura,Kaliganj,Rautari,Road,"Construction of 1349 m concrete road from Debagram to Mamjoan at Rautari under MPLADS, Ward No. 11, Kaliganj block, Bankura district",30.58,2024,Completed,False,
MPLAD-2022-100423,MP_22,Howrah,Hanskhali,Nokari,Electrification,"Installation of 1 solar street lights at Nokari, Hanskhali under MPLADS, Ward No. 18, Hanskhali block, Howrah district",15.44,2022,Completed,False,
MPLAD-2021-100940,MP_19,Jalpaiguri,Hanskhali,Aistala,Education,"Supply of benches and desks to Aistala High School under MPLADS under MPLADS, Ward No. 15, Hanskhali block, Jalpaiguri district",12.69,2021,Completed,False,
MPLAD-2025-101161,MP_36,Birbhum,Chakdaha,Aistala,Community,"Construction of community hall with toilet block at Aistala under MPLADS, Ward No. 24, Chakdaha block, Birbhum district",36.31,2025,Ongoing,False,
MPLAD-2021-100583,MP_37,Bardhaman,Chakdaha,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 3, Chakdaha block, Bardhaman district",24.96,2021,Completed,False,
MPLAD-2020-100442,MP_11,Bankura,Hanskhali,Bahirgachi,Road,"Improvement and metalling of village approach road at Bahirgachi, Hanskhali under MPLADS, Ward No. 7, Hanskhali block, Bankura district",8.89,2020,Sanctioned,False,
MPLAD-2022-100227,MP_16,Hooghly,Chakdaha,Fatepur,Water,"Construction of overhead water reservoir of 6000 litre capacity at Fatepur under MPLADS, Ward No. 18, Chakdaha block, Hooghly district",37.78,2022,Ongoing,False,
MPLAD-DUP-200095,MP_24,Bardhaman,Karimpur-II,Panchberia,Community,"Building of community centre with toilet block at Panchberia under MPLADS, Ward No. 1, Karimpur-II block, Bardhaman district",8.45,2023,Ongoing,True,MPLAD-2022-100339
MPLAD-DUP-200088,MP_26,Birbhum,Kaliganj,Rautari,Road,"Upgradation and black-topping of village approach road at Rautari, Kaliganj under MPLADS, Ward No. 12, Kaliganj block, Birbhum district",32.56,2021,Sanctioned,True,MPLAD-2020-100764
MPLAD-2023-100739,MP_01,Nadia,Kaliganj,Fatepur,Irrigation,"Re-excavation of village pond for irrigation at Fatepur under MPLADS, Ward No. 22, Kaliganj block, Nadia district",23.43,2023,Completed,False,
MPLAD-2019-100532,MP_28,Jalpaiguri,Kaliganj,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 21, Kaliganj block, Jalpaiguri district",34.43,2019,Sanctioned,False,
MPLAD-2022-100066,MP_26,Howrah,Nakashipara,Dhantala,Water,"Construction of overhead water reservoir of 5000 litre capacity at Dhantala under MPLADS, Ward No. 11, Nakashipara block, Howrah district",42.42,2022,Completed,False,
MPLAD-2020-100841,MP_23,Hooghly,Kaliganj,Debagram,Health,"Supply of ambulance to Kaliganj Rural Hospital under MPLADS under MPLADS, Ward No. 24, Kaliganj block, Hooghly district",24.02,2020,Ongoing,False,
MPLAD-2023-100067,MP_06,Purulia,Tehatta-I,Mamjoan,Health,"Construction of waiting shed at Mamjoan Sub-Centre under MPLADS, Ward No. 22, Tehatta-I block, Purulia district",13.6,2023,Completed,False,
MPLAD-2024-100453,MP_02,Birbhum,Haringhata,Subarnapur,Electrification,"Installation of 4 solar street lights at Subarnapur, Haringhata under MPLADS, Ward No. 14, Haringhata block, Birbhum district",39.21,2024,Completed,False,
MPLAD-2020-100211,MP_03,Howrah,Ranaghat-I,Barasat,Education,"Construction of additional classroom block at Barasat Primary School under MPLADS, Ward No. 13, Ranaghat-I block, Howrah district",27.29,2020,Completed,False,
MPLAD-2024-100012,MP_07,Nadia,Haringhata,Nokari,Education,"Supply of benches and desks to Nokari High School under MPLADS under MPLADS, Ward No. 19, Haringhata block, Nadia district",23.3,2024,Completed,False,
MPLAD-DUP-200004,MP_27,Hooghly,Hanskhali,Bahirgachi,Health,"Building of waiting shed at Bahirgachi Sub-Centre under MPLADS, Ward No. 5, Hanskhali block, Hooghly district",7.39,2021,Completed,True,MPLAD-2020-100029
MPLAD-DUP-200071,MP_16,Purulia,Kaliganj,Rautari,Road,"Upgradation and black-topping of village approach road at Rautari, Kaliganj under MPLADS, Ward No. 14, Kaliganj block, Purulia district",1.88,2022,Completed,True,MPLAD-2021-100681
MPLAD-2024-100299,MP_20,Bardhaman,Ranaghat-I,Muragachha,Water,"Construction of overhead water reservoir of 6000 litre capacity at Muragachha under MPLADS, Ward No. 11, Ranaghat-I block, Bardhaman district",6.89,2024,Completed,False,
MPLAD-2025-100538,MP_37,Purulia,Chakdaha,Panchberia,Community,"Renovation of crematorium boundary wall at Panchberia under MPLADS, Ward No. 6, Chakdaha block, Purulia district",43.31,2025,Ongoing,False,
MPLAD-2022-101046,MP_38,Murshidabad,Hanskhali,Muragachha,Health,"Supply of ambulance to Hanskhali Rural Hospital under MPLADS under MPLADS, Ward No. 20, Hanskhali block, Murshidabad district",20.15,2022,Completed,False,
MPLAD-2021-101164,MP_23,Jalpaiguri,Karimpur-II,Nokari,Water,"Installation of 2 deep tube wells with submersible pump at Nokari under MPLADS, Ward No. 15, Karimpur-II block, Jalpaiguri district",40.03,2021,Ongoing,False,
MPLAD-2021-100933,MP_07,Howrah,Santipur,Subarnapur,Health,"Construction of waiting shed at Subarnapur Sub-Centre under MPLADS, Ward No. 19, Santipur block, Howrah district",6.85,2021,Completed,False,
MPLAD-2025-100888,MP_18,Purulia,Santipur,Subarnapur,Electrification,"Installation of 5 solar street lights at Subarnapur, Santipur under MPLADS, Ward No. 10, Santipur block, Purulia district",10.9,2025,Completed,False,
MPLAD-2023-100963,MP_04,Murshidabad,Santipur,Bahirgachi,Water,"Installation of 8 deep tube wells with submersible pump at Bahirgachi under MPLADS, Ward No. 19, Santipur block, Murshidabad district",28.07,2023,Completed,False,
MPLAD-DUP-200030,MP_21,Nadia,Ranaghat-I,Rautari,Electrification,"Providing LED high mast lighting at Rautari market area under MPLADS, Ward No. 11, Ranaghat-I block, Nadia district",44.07,2020,Completed,True,MPLAD-2019-100476
MPLAD-2022-100584,MP_33,Nadia,Tehatta-I,Fatepur,Water,"Installation of 6 deep tube wells with submersible pump at Fatepur under MPLADS, Ward No. 12, Tehatta-I block, Nadia district",9.61,2022,Completed,False,
MPLAD-2025-100615,MP_25,Hooghly,Santipur,Jaguli,Water,"Construction of overhead water reservoir of 7000 litre capacity at Jaguli under MPLADS, Ward No. 5, Santipur block, Hooghly district",24.14,2025,Ongoing,False,
MPLAD-2022-100885,MP_39,Bankura,Krishnanagar-II,Kalinagar,Road,"Improvement and metalling of village approach road at Kalinagar, Krishnanagar-II under MPLADS, Ward No. 15, Krishnanagar-II block, Bankura district",23.51,2022,Completed,False,
MPLAD-DUP-200011,MP_09,Purulia,Santipur,Subarnapur,Road,"Upgradation and black-topping of village approach road at Subarnapur, Santipur under MPLADS, Ward No. 13, Santipur block, Purulia district",47.88,2022,Completed,True,MPLAD-2021-100772
MPLAD-2020-100477,MP_05,Purulia,Haringhata,Panchberia,Sports,"Development of playground with boundary fencing at Panchberia under MPLADS, Ward No. 18, Haringhata block, Purulia district",23.38,2020,Ongoing,False,
MPLAD-2020-100848,MP_28,Bardhaman,Nakashipara,Panchberia,Road,"Construction of 1231 m concrete road from Debagram to Rautari at Panchberia under MPLADS, Ward No. 16, Nakashipara block, Bardhaman district",27.35,2020,Completed,False,
MPLAD-2020-101121,MP_33,Bardhaman,Krishnanagar-II,Rautari,Sports,"Development of playground with boundary fencing at Rautari under MPLADS, Ward No. 2, Krishnanagar-II block, Bardhaman district",26.78,2020,Completed,False,
MPLAD-2019-100273,MP_08,Hooghly,Nakashipara,Muragachha,Sanitation,"Construction of 6 community sanitary complex at Muragachha under MPLADS, Ward No. 9, Nakashipara block, Hooghly district",30.21,2019,Ongoing,False,
MPLAD-2019-100602,MP_39,Purulia,Ranaghat-I,Fatepur,Sanitation,"Construction of 3 community sanitary complex at Fatepur under MPLADS, Ward No. 2, Ranaghat-I block, Purulia district",31.28,2019,Completed,False,
MPLAD-2024-100362,MP_01,Howrah,Hanskhali,Jaguli,Road,"Construction of 1439 m concrete road from Panchberia to Dhantala at Jaguli under MPLADS, Ward No. 5, Hanskhali block, Howrah district",23.67,2024,Completed,False,
MPLAD-2025-100237,MP_09,Nadia,Ranaghat-I,Fatepur,Water,"Construction of overhead water reservoir of 4000 litre capacity at Fatepur under MPLADS, Ward No. 19, Ranaghat-I block, Nadia district",41.41,2025,Ongoing,False,
MPLAD-2024-101188,MP_02,Howrah,Ranaghat-I,Muragachha,Education,"Supply of benches and desks to Muragachha High School under MPLADS under MPLADS, Ward No. 18, Ranaghat-I block, Howrah district",25.17,2024,Completed,False,
MPLAD-2023-100536,MP_11,Bankura,Haringhata,Kalinagar,Community,"Construction of community hall with toilet block at Kalinagar under MPLADS, Ward No. 16, Haringhata block, Bankura district",13.6,2023,Sanctioned,False,
MPLAD-2021-100002,MP_33,Bankura,Krishnanagar-II,Rautari,Sanitation,"Construction of 8 community sanitary complex at Rautari under MPLADS, Ward No. 3, Krishnanagar-II block, Bankura district",28.98,2021,Ongoing,False,
MPLAD-2025-100006,MP_16,Malda,Ranaghat-I,Dhantala,Electrification,"Installation of 4 solar street lights at Dhantala, Ranaghat-I under MPLADS, Ward No. 19, Ranaghat-I block, Malda district",14.04,2025,Ongoing,False,
MPLAD-2025-100370,MP_12,Malda,Tehatta-I,Muragachha,Community,"Renovation of crematorium boundary wall at Muragachha under MPLADS, Ward No. 19, Tehatta-I block, Malda district",41.23,2025,Completed,False,
MPLAD-2022-100311,MP_38,Jalpaiguri,Hanskhali,Rautari,Health,"Supply of ambulance to Hanskhali Rural Hospital under MPLADS under MPLADS, Ward No. 17, Hanskhali block, Jalpaiguri district",37.96,2022,Completed,False,
MPLAD-2019-101113,MP_29,Purulia,Karimpur-II,Fatepur,Road,"Construction of 830 m concrete road from Aistala to Fatepur at Fatepur under MPLADS, Ward No. 20, Karimpur-II block, Purulia district",12.08,2019,Ongoing,False,
MPLAD-2025-101000,MP_35,Malda,Ranaghat-I,Muragachha,Education,"Supply of benches and desks to Muragachha High School under MPLADS under MPLADS, Ward No. 13, Ranaghat-I block, Malda district",21.27,2025,Ongoing,False,
MPLAD-2023-100578,MP_38,Bardhaman,Santipur,Rautari,Electrification,"Installation of 1 solar street lights at Rautari, Santipur under MPLADS, Ward No. 9, Santipur block, Bardhaman district",30.6,2023,Completed,False,
MPLAD-2025-100706,MP_24,Purulia,Tehatta-I,Bhatjangla,Water,"Construction of overhead water reservoir of 5000 litre capacity at Bhatjangla under MPLADS, Ward No. 23, Tehatta-I block, Purulia district",35.56,2025,Ongoing,False,
MPLAD-2024-100999,MP_16,Purulia,Kaliganj,Kalinagar,Water,"Construction of overhead water reservoir of 7000 litre capacity at Kalinagar under MPLADS, Ward No. 4, Kaliganj block, Purulia district",39.08,2024,Ongoing,False,
MPLAD-2024-100215,MP_30,Purulia,Ranaghat-I,Kalinagar,Education,"Supply of benches and desks to Kalinagar High School under MPLADS under MPLADS, Ward No. 12, Ranaghat-I block, Purulia district",7.21,2024,Completed,False,
MPLAD-2025-100713,MP_09,Jalpaiguri,Chakdaha,Subarnapur,Education,"Supply of benches and desks to Subarnapur High School under MPLADS under MPLADS, Ward No. 12, Chakdaha block, Jalpaiguri district",8.82,2025,Completed,False,
MPLAD-2019-100644,MP_35,Malda,Haringhata,Dhantala,Education,"Supply of benches and desks to Dhantala High School under MPLADS under MPLADS, Ward No. 19, Haringhata block, Malda district",6.81,2019,Completed,False,
MPLAD-2025-100027,MP_33,Bardhaman,Ranaghat-I,Bhatjangla,Education,"Supply of benches and desks to Bhatjangla High School under MPLADS under MPLADS, Ward No. 23, Ranaghat-I block, Bardhaman district",8.17,2025,Completed,False,
MPLAD-2025-100867,MP_08,Hooghly,Santipur,Muragachha,Sanitation,"Construction of 4 community sanitary complex at Muragachha under MPLADS, Ward No. 2, Santipur block, Hooghly district",36.77,2025,Completed,False,
MPLAD-DUP-200050,MP_08,Bardhaman,Chakdaha,Aistala,Health,"Building of waiting shed at Aistala Sub-Centre under MPLADS, Ward No. 11, Chakdaha block, Bardhaman district",18.21,2021,Completed,True,MPLAD-2020-100673
MPLAD-2024-100971,MP_26,Hooghly,Haringhata,Jaguli,Irrigation,"Re-excavation of village pond for irrigation at Jaguli under MPLADS, Ward No. 23, Haringhata block, Hooghly district",22.95,2024,Completed,False,
MPLAD-2023-101075,MP_07,Bardhaman,Nakashipara,Kalinagar,Road,"Improvement and metalling of village approach road at Kalinagar, Nakashipara under MPLADS, Ward No. 17, Nakashipara block, Bardhaman district",6.32,2023,Completed,False,
MPLAD-2022-100906,MP_38,Jalpaiguri,Santipur,Mamjoan,Road,"Improvement and metalling of village approach road at Mamjoan, Santipur under MPLADS, Ward No. 10, Santipur block, Jalpaiguri district",33.13,2022,Completed,False,
